name,highway,shape_length
Dr Annie Besant Road,trunk,390.902522342196
Dutta Mandir Road,unclassified,836.247347484881
Haji Bachhaulli Road,unclassified,63.3674111342912
Hussain Patel Marg,unclassified,322.454728875214
Gun Power Road,unclassified,409.836910129874
Mathar Pakhadi,unclassified,249.162939994274
Olivant Bridge,secondary,110.152055288352
S B Dhody Marg (Nesbit Road),secondary,506.169000279497
Bhandari Cross Lane,footway,63.895281503759804
M Pratap Chowk,secondary,115.198183060325
Rusi Mehta Chowk,secondary,107.932529657848
Keshavrao Kadam Marg,unclassified,454.277662115305
N,unclassified,428.142428488413
K3,unclassified,305.340585597879
K1,unclassified,381.868515948647
E7,unclassified,426.614484065044
Zig Zag Road,residential,258.321078884604
St Anne's Road,residential,125.88992049862
Indradarshan Crossroad,unclassified,193.244786294394
Westfield Estate,unclassified,102.893868184924
Bomanji Petit Marg,unclassified,269.562538945163
Western Railway,unclassified,25.3836468338909
Bane Compound,service,304.817615378863
Barrister Rajni Patel Marg,tertiary,551.1123544513171
Maharsh Valkmi Chowk,tertiary,188.0078807844
Dalal Street,pedestrian,189.537784224237
MCC Cross Lane,unclassified,31.930532431908
Bank Street Cross Lane,living_street,86.6377255023213
Homi Modi Cross Street No 1,pedestrian,145.475694697131
Raja Bahadur Compound Road,service,90.5989825914476
Alkesh Dinesh Mody Marg,living_street,91.8354415041057
Canon Mg,residential,29.7578905875149
Cannon Road,residential,64.0542743648975
Wilson Road,residential,138.302907250898
Shahid Bhagat Singh Marg,primary,380.4270774051945
Gandhi Nagar,living_street,328.458929886192
Samanthbhai K Rathod Road,unclassified,188.354482238735
Bhanjbhai Rathod Lane,living_street,642.983885934545
Haji Ali Govt Colony Road,unclassified,476.830827401171
British Hotel Lane,living_street,142.843047933153
V Manjrekar Marg,unclassified,221.283676160849
Sohrab Palamkote Road,residential,220.132070140241
A H Road,residential,259.873827816703
Nathalal M Parekh Marg,residential,179.554721495172
RCF Road,tertiary,217.761065281755
Saint Monica Road,residential,154.695590227599
Saint George Road,tertiary,99.67237593529114
G Church Road,secondary,561.519103022011
School Road,unclassified,183.707073622135
Dharmic Math Road,service,792.699160540994
Ali Yavar Jung Marg,motorway,51.8576427934854
10,motorway,121.784753422053
14,motorway,121.139860637216
15,motorway,121.420513519285
12,motorway,149.633079618046
Mini Railway,unclassified,1252.841179972805
Dahisar River,unclassified,1390.83242143609
Prataprao Gujjar Rd Road No 3,tertiary,757.898530693603
Ganjawala Lane,unclassified,243.960415542411
Sardar Vallabhabhai Patel Road,secondary,157.124651604442
S Sagar Chowk,secondary,126.595191550619
Vallabh Nagar Ring Road,residential,840.2975138284701
Mahim Causeway,primary,98.2143817679937
Jalbhai Street,unclassified,127.803711864215
Baji Pasalkar Marg,tertiary,160.119922486692
Khemraj Shrikrishnadas Marg (Khetwadi Back Road),unclassified,830.875972952817
Khetwadi 5th Lane,unclassified,143.619799452085
Falkland Road 4th Lane,service,133.421331585021
Gorai Ferry Shuttle,unclassified,668.825704346808
Trinity Street,unclassified,181.01188309003
1st Dhobitalao Lane,unclassified,102.101596715265
Navjeevan Wadi (3rd Dhobitalao Lane),residential,102.142571410901
2nd Marine St,unclassified,153.662681819039
3rd Marine Street,unclassified,166.064790454986
2nd Dhobitalao Lane,unclassified,84.2903153798588
Tara Temple Cross Lane,service,46.6573912077271
Wadalal A Patel Road (Proctor Road),unclassified,207.62951217522152
A Irani Bridge,secondary,182.855240279266
Naaz Cinema Compound,service,275.754498076074
Swastik Cinema Compound,service,100.682457185504
Bangad Wadi,pedestrian,56.7100892352712
Saidham Wadi,residential,58.3191996782408
Paper Mill Lane,residential,138.57371482265
Raghav Wadi,residential,135.943330169465
Kalamaharshi SM Haldankar Low Level (South),unclassified,99.0820253710375
Jehangir Daji Lane,living_street,141.597158508538
Saher Agiary Lane,unclassified,343.369847165091
Silver Oaks Estate,unclassified,195.53797280146236
Shyam Nivas,service,213.035489981951
Mahalakshmi Temple Lane,living_street,151.972265204765
ML Dahanukar Road (Carmichael Road),unclassified,633.358640183128
Altamount Road,unclassified,210.128222014903
Pedder Road,primary,120.949037833606
Atmaj appartments service road,residential,68.2518165935191
Talmaki Wadi,unclassified,197.278982213614
Shankar Seth Lane,living_street,244.939143725678
Sleater Marg 1st Cross Lane,living_street,84.5006046143756
Sleater Marg 2nd Cross Lane,living_street,77.3446274836369
Falkland Road (low side),unclassified,145.513218062942
N Bharucha Marg,tertiary,893.423496126541
Jehangir Daji Cross Lane,living_street,104.220002616419
PAE service road,service,129.118428166714
Tardeo Tower,service,92.6874587162819
Ratan Tata Marg,unclassified,158.636178529907
Behind Ballasis Bridge,service,156.030145126889
Dattapada Road,secondary,204.21979075626
FCI,unclassified,1016.64007041774
Pathanwadi Road,tertiary,904.7628863488325
General A K Vaidya Marg,tertiary,1322.208591695622
Aarey Colony Road,secondary,7179.3176842579
Powai Road,tertiary,438.951026901774
Aditya apartments,service,102.958346277915
Frere Bridge Lower Level South,living_street,188.006714756475
Mahim Interchange,motorway,427.387405581368
Bandra-Worli Sea Link,motorway_link,416.765522148567
Kharset Ji Rana Lane,living_street,97.659172676305
Central Railway (Harbour Line),unclassified,487.419111326178
Taxi repair,service,85.9262008234594
Parel Road,tertiary,271.950347066149
Sofa Zubair Marg,primary,502.43655938708
Mumbai Port Trust,unclassified,1615.95112566863
Parsuram Puppaha Road (Bapty Road),unclassified,475.784633594914
Bharat Lokhand Bazaar,service,109.131611782945
Underia Street Cross Lane,unclassified,112.284633900939
Steel bazaar,living_street,137.239058757212
Steel Bazaar,living_street,113.774429985756
Falkland Road 6th Lane,service,114.444245512011
Kharwa Lane,living_street,159.438389158901
Kharwa Gali,living_street,107.268344119423
Maher Bazaar,living_street,180.825352148025
Falkland Road 7th Lane,service,111.342058063536
Falkland Road 8th Lane,service,111.895895693411
Masjid Lane,living_street,116.36462985338
Prathna Samaj,service,112.453699368964
Kotachi Wadi,unclassified,93.1224666840621
Dr Wilson Street,unclassified,195.339476957088
Ghatkopar-Andheri Link Road Extention,secondary,244.49469230272348
2nd Peerkhan Street,residential,299.555485318595
M Shibli Marg (Shepherd Road),unclassified,448.364117275226
Haines Road,tertiary,257.037122649214
Ebrahim Rehmatullah Road,primary,476.78911436791145
Abdul Rehman Street,unclassified,208.499560530009
Jagruti Mataji Marg,unclassified,128.262162540094
Oshiwara River,unclassified,2531.17882231878
Mithi River,unclassified,1039.34139775809
16th Cross Road,unclassified,178.968182332918
17th Road,unclassified,1147.50156061001
Ganesh Lane,residential,110.5431812852315
Shroff Lane,residential,99.1039559401294
Siddharth Nagar Road,unclassified,316.628615004117
N S Phadke Marg,primary,877.0967901140235
Guru Hargovindji Road,primary,1556.8215682406749
Mathuradas Vasanji Road (Andheri Kurla Road),primary,413.20377248600596
Mathuradas Vasanji Road,secondary,230.205891145402
Mahakali Caves Road,secondary,574.242798523787
Devle Marg,secondary,198.92965891615
Juhu Tara road,secondary,1196.45878226792
Bori Street,residential,87.6588527810926
Pestonji Street,residential,79.5213175134742
Nowroji Road,residential,118.683254585844
Manekji Street,residential,69.1545749614986
Sassoon Complex Naval Officers Complex,residential,124.779809770525
Sassoon Dock Road,service,549.896959364572
Sahar Road,secondary,557.852894727064
Mumbai Metro Line 1,unclassified,182.510503843288
Hirachand Desai Road,tertiary,209.0491294477795
Santa Cruz – Chembur Link Road,trunk,159.276698972588
Borivali - Essel World Ferry,unclassified,2301.47573165694
Marve - Essel World Ferry,unclassified,3682.18563268564
Manori Marve Road,secondary,1967.75651634523
Boraspada Road,secondary,1695.77393508961
Poisar Gymkhana Marg,secondary,562.367536663356
RDP Road No 5,secondary,527.076388402705
Gorai Link Road,secondary,587.182447120913
Turzon Road,tertiary,1127.83815999033
RDP Road No 1,secondary,870.161964793061
Dr Babasaheb Ambedkar Road,secondary,629.41206160035
Hanuman Mandir Marg,secondary,548.341745680041
Shimpoli Road,residential,1220.6357430389914
R M Road,secondary,250.15832789045902
Laxman Mhatre Road,secondary,370.203861429516
R G Gadkari Marg,unclassified,413.577169380441
Mahatma Phule Marg,tertiary,583.748904687008
Sundar Lane,unclassified,574.891751304776
Malad Marve Road,secondary,660.933389712339
M B Desai Road,secondary,449.696859687603
Kanhore Marg Road,tertiary,131.678278197869
Film City Road,tertiary,481.473375894101
Pandit Jawaharlal Nehru Road,secondary,197.246277241133
V B Phadke Marg,tertiary,977.963666238648
M Ambedkar Marg,secondary,414.529987369533
Anik Wadala Link Road,tertiary,1418.35056311521
Sheikh Misari Road,secondary,1744.2393362149
Raoji Ganatra Road,tertiary,1197.12180670592
Flank Road,tertiary,2226.81807129994
Prateeksha Nagar Road,tertiary,1431.57712767175
SIES Lane,unclassified,194.324727640493
Road No 24,residential,560.0086711091685
Sion Circle,trunk,340.826265558345
Central Railway (Express),unclassified,1277.4933020261578
Jasmine Mill Road,unclassified,1122.60566021547
Keluskar Road South,residential,881.279476091084
Ramakrishna Chemburkar Marg (Ghatkopar Mahul Road),secondary,1679.588300400535
Hemu Kalani Marg,secondary,681.962968104834
Killeshwar Mahadev Mandir Marg,unclassified,195.327952200028
Senapati Bapat Marg,secondary,794.8671041399359
Bomanji Lane,living_street,125.655112999588
Maruti Lane,unclassified,111.432742969886
Narottam Morajee Marg,residential,242.157368773108
Port Trust Circle,tertiary,110.471892710214
Shiv Sagar Ram Gulam Marg,tertiary,320.314525198742
Perin Nariman Street,living_street,287.4316203153421
Laboratory Street,living_street,605.364657553678
dept,unclassified,440.06696850381
s1,residential,701.625847804351
Hillside Road,unclassified,89.6267356559435
Infinite Corridoor,pedestrian,264.975160868953
Hostel 11,unclassified,258.613242091055
Eastern Express Highway,trunk,245.696597166527
Kanjurmarg Flyover,trunk,757.003041788263
extra,unclassified,228.535176904513
Lakeside Road,unclassified,316.952887472597
jhvj,unclassified,983.422427460056
Veer Nariman Road,secondary,226.13045850243
Meher Ali Street,tertiary,243.300499810955
T Maharaj Street,unclassified,233.717193950765
Indira Dock,unclassified,5404.93645577506
Sewri Fort Road,unclassified,823.410025443908
Abhyudaya Nagar Road,unclassified,838.386551048351
Goregaonkar Lane,unclassified,100.683140223025
Tara Baug Estate,service,97.4797540877267
2nd Balu Changu Patil Path No 2,residential,67.4154425337786
11,motorway,121.872357860474
13,motorway,149.8517763305
3,motorway,111.859728651928
9,motorway,149.538256300695
16,motorway,150.972791302288
1,motorway,147.406204540452
8,motorway,148.16056407742
5,motorway,147.208417236278
6,motorway,111.976573814115
7,motorway,112.217458047341
2,motorway,111.910364360946
4,motorway,147.106225227725
Bapu Khote Cross Lane,unclassified,56.7294723012969
A I Patel Marg (Banian Road),unclassified,246.102139866195
Old Phool Gali,footway,61.5482171338622
Mota Mandir Lane,unclassified,61.3299125676607
Chandi Gali,footway,84.08746945684985
Kabutarkhana,secondary,59.0938650682956
Panjrapole Compound,footway,224.563816846707
Brig Usman Marg (Erskine Road),tertiary,218.45769128825754
N1,unclassified,672.838100538547
N3,unclassified,218.938294981355
Dr Mitrasen G Mahimtura Marg (Northbrook Street),unclassified,285.06670123935
Bhandari Street,residential,201.53080220585449
Masjid Street,unclassified,370.511698672896
Miya Ahmed Chotani Marg,unclassified,88.0551516596989
Memonwada Cross Lane,living_street,43.1544193725856
Mumba Devi Road,unclassified,63.4059778056742
Yusuf Meherali Road (Masjid Bandar Road),tertiary,131.2905289661098
Shaida Marg,unclassified,315.700371313787
Tandel Street (M A Sarang Marg),unclassified,72.7036918679176
Khadak Street,unclassified,153.994645873584
Lower Masjid Bandar Road,unclassified,128.93058469739
Bhandup Street,unclassified,93.6445227400919
Bhandarwada Lane,unclassified,35.62008134266945
1st Dunkan Cross Lane,footway,48.9903442960156
Nabiullah Lane,unclassified,97.87933463353114
1st Cooper Street,unclassified,91.0403313654694
Piru Lane,unclassified,219.536127535712
Nowroji Hill Road No 11B,unclassified,39.93046268994
Dharmshala Road,footway,242.125946879418
Laxman Narayan Jadhav Road (Jail Road North),unclassified,211.801549248646
Husainbhai Alibhai Vallji Marg (tandel Street  North),residential,241.798991320354
Sir J.J. Road,primary,367.39990520329
Temkar Street,unclassified,316.398908966531
1st Peerkhan Street,residential,64.80089629828424
3rd Peerkhan Street,residential,197.895597384689
4th Peerkhan Street,residential,119.441053264278
Khandia Street Cross Lane,residential,97.9806863993934
Cross Road No 12,residential,466.031648030989
G M C Road No 4,residential,623.744950286316
Vidyanidhi Marg,residential,249.7505195911665
Cross Road No 5,residential,579.009329347737
Samarth Ramdas Marg (Circular Road),residential,1105.00341954253
Cross Road No 11,residential,182.868213610786
Cross Road No 10,residential,202.266661826912
Cross Road No 9,residential,266.6270687173
Cross Road No 7,residential,212.180014392306
Bapunath Path,residential,207.690127625767
Cross Road No 8,residential,182.80059531836
Juhu Lane,residential,618.871937606631
NS Road No 5,residential,648.420349754558
Bhakti Vedanta Swami Marg,primary,294.8256784890772
Irla Road,unclassified,299.464113951301
Vithalbhai Patel Marg,residential,361.183304099925
Indravadan Oza Road,tertiary,1224.41413823322
East West Road No 1,residential,485.468429536441
NS Road No 9,residential,517.085364998526
East West Road No 2,residential,669.293828121622
LJ Marg,residential,79.3898963961366
East West Road No 3,unclassified,961.524673600819
Narayan Marg,residential,55.9309899551739
Parulekar Road,tertiary,713.839888683399
S K Marg,residential,163.080838946718
NS Road No 8,residential,631.536112292465
NS Road No 7,residential,592.795431356581
NS Road No 6,residential,838.346430223337
N S Road No 4,residential,777.634454370117
N S Road No 3,residential,528.663628225452
Peltopherum Road (N S Road No 2),residential,551.192958146877
NS Road No 11,residential,989.770793281798
NS Road No 12,residential,753.855428342525
NS Road No 12A,residential,371.058412987369
Vaikunthlal Mehta Road,secondary,367.519044628544
Vaijunthlal Mehta Road,secondary,45.6195407595788
Gulmohar Road (NS Road No 1),primary,76.87674146172695
Vaikunthlal Mheta Road,secondary,37.3884988382196
Guru Nanak Road,secondary,44.7202352433731
Birla Lane,residential,290.67232889197
Sant Tukaram Marg,residential,233.148401156372
A B Nair Road,unclassified,725.218111605917
Balraj Sahni Road,residential,229.789132088871
S Dnyaneshwar Marg,secondary,219.885829420549
Janaradan Rajimhatre Marg,residential,528.383953392034
DBJ Marg,residential,149.278767656184
Pujya Mahatma Gandhi Gram Marg,residential,433.163574535267
Gangadhar Bhaskar Jukar Marg,residential,345.370528767261
Irla Nala,unclassified,582.564379400698
Dadabhai Nagar,residential,233.024679605673
Paliram Road,residential,317.180357186717
New Dadabhai Nagar,tertiary,480.193944304414
Azad Road,residential,315.5381205943245
Upashrey Lane,unclassified,345.641499017546
St Louis Convent Road,tertiary,743.733433154555
Jankidevi Public School Road,tertiary,1118.05000282772
P Tandon Mg,secondary,106.045582056096
P Tandon Marg,secondary,335.6787444533395
Maulana Jiauddin Bukhari Marg,secondary,151.42880650877
BMC Marg,tertiary,202.725336131791
Maharana Pratap Marg,secondary,140.738522908232
K D Gaikwad Road,residential,598.1999891555515
Veera Desai Road,tertiary,475.0156310640715
Goregaon Link Road,primary,1591.51660761749
Off New Link Road,unclassified,189.367091988283
Main Road,secondary,987.52025613496
Cross Road No 3,residential,918.824832555567
Cross Road No 4,residential,360.261941000789
Lokmanya Balgangadhar Tilak Marg,residential,283.368618801976
Off Veera Desai Road,tertiary,738.176715269147
Yari Road,secondary,515.347113099566
Ramchandra Kharde Marg,unclassified,745.890189333195
Sea Beach Road,unclassified,115.505795114772
Dongri Gali,living_street,461.866075358699
Old Fisheries Road,unclassified,1217.10846890185
23rd Road,residential,192.5809876584
Marve - Manori ferry,unclassified,2619.19183007287
Uttan Road,secondary,3091.92253701952
S Radahakrishnan Road (Nagardas Road);Azad Road,unclassified,523.97870407248
Subhash Road,residential,504.65997235974197
R K Paramhans Road,secondary,397.161495417717
Quarter Road,unclassified,396.952255650792
Rajendra Nagar Road,tertiary,444.295095331036
Sudheer Phadke Flyover,secondary,256.1409354061925
Mankhurd Station Road,tertiary,221.541199574961
Sonawala Road,tertiary,384.5713906101265
Madhukar Digambar Deshpande Marg,secondary,145.78587695808
Aarey Flyover,trunk,1021.62138520708
Aarey Road,secondary,399.431323033331
Marol-Marosi Road,secondary,417.492316431853
Garibdas Street,unclassified,115.19397945314
MESB Colony Road,residential,1667.55932744934
Lohar Cross Lane,footway,101.515444379899
Raghunath Maharaj Street,unclassified,167.793380729793
Madhavrao Rokade Road,unclassified,162.832975689024
Bibijan Street,unclassified,63.780294067781
Chakla Cross Lane,footway,74.45815205207566
Old Bardan Lane,unclassified,66.83989682777656
Bhikh Galli,footway,27.0305822698436
B Bobde Marg,unclassified,35.5886647836311
Ramabai Ambedkar Marg (Paltan Road),primary_link,284.093467075631
J.J. Flyover,primary,2555.304173182525
Dr Baba Saheb Ambedkar Marg (Victoria Garden Road),trunk,237.981052092209
D. Pendse Marg,unclassified,193.115163080353
Tiger Safari Road,service,1370.83427664018
Saibaba Mandir Marg,residential,792.272804309048
RamBaug Lane,residential,203.434344412301
Bhatt Lane,footway,488.298615345355
Desai & Sheth Nagar Federation Road,residential,261.08924386969
Lady Fatima Lane,residential,227.793833880912
4th Marine Street,unclassified,149.514146758318
Dady Santook Lane,unclassified,220.219282142336
Shamaldas Gandhi Road,secondary,159.48839233856552
Pandurang Wadi Road : 4,residential,367.209498885596
Road No.5,residential,331.3826145131545
Road No.3,residential,229.350988331977
Pahadi School Road 1,residential,251.686796008357
Gogate Wadi Rd.,secondary,111.12900010478
RoadNo.5,residential,155.481397949012
Road No.6,residential,174.86600987844452
Goregaon Mulund Link Rd.,secondary,53.1016847982692
A K Marg (Station Road),tertiary,865.234928720422
I B Patel Road,tertiary,822.021146264701
Rani Sati Marg,tertiary,647.3430505470291
Naikwadi Road,residential,117.249337914324
Krishna Vatika Marg,tertiary,42.3989514650872
Sai Road,residential,331.79845070495
Road No.2,unclassified,441.98396996365204
Jay Prakash Rd.No.1,unclassified,200.71624317911
Post Office Lane,unclassified,175.842765479828
Dattaram Lad Marg (Kala Chowky Road),secondary,683.29567439167
Dr Babasaheb Ambedkar Marg,trunk,2086.49740103878
Lalbaug Flyover,trunk,2700.8637892010147
Dr S S Rao Marg (Govt Gate Road),secondary,1595.12333589434
Hindmata Flyover,trunk,469.2072895228655
Dr Babasaheb Ambedkar Marg (Vincent Road),trunk,530.6412629581125
L Raheja Marg,unclassified,787.65080746524
Panchsheel,tertiary,278.046902694972
Chinchwali Road,secondary,509.90631778291447
Dahyabhai Patel Road,residential,164.250831082971
Jawahar Road No.2,tertiary,215.658241246975
Road No.13,residential,304.86286684859
Sonawala Cross Rd. 1,residential,199.273226138646
Srirang Sabde Marg,tertiary,1321.46265780517
Road No. 17,residential,374.246917167762
Haribhau Rupawate Marg,tertiary,568.727718194201
Ghatkopar Flyover,trunk,929.539049419861
Pirojsha Godrej Marg,unclassified,222.201216853282
Akurli Road,tertiary,406.531542990251
Mahindra Flyover Western Express,trunk,765.57334518312
Laxmibai Kelkar Marg,trunk,383.32382408227954
King's Circle Flyover,trunk,1310.24552830907
Sion Hospital Flyover,trunk,664.285139260217
Road No 27A,residential,146.144258440705
N S Mankikar Marg,tertiary,589.986303376648
Jaganath Shankur Seth (Dadar TT) Flyover,trunk,1030.70989537246
Khodadad Flyover,trunk,1030.39282881324
Gokul Tower Rd,tertiary,1001.91261350087
Dattani Park Road,tertiary,1226.91023367084
Mataji Road,tertiary,1313.44613911043
Makwana Road,unclassified,599.679669657362
Marol Cooperative Industrial Estate Rd,unclassified,795.418625536057
Cross Road C,tertiary,635.342219456715
Road No. 16,unclassified,514.003680511016
Road 13,residential,273.01508713735956
Road 11,tertiary,680.1406665725181
B G Marg,residential,193.797949667307
Datta Jagdamba Mandir Marg,unclassified,854.718498161837
Guru Gobind Singh Marg,tertiary,667.990981452668
Datta Mandir Marg,tertiary,356.957075657738
Cardinal Gracias Road,tertiary,211.7146961466163
Parsi Wada Road,residential,340.320908580277
Marol Pipeline Road,unclassified,1253.69770222427
Madhur Society Road,residential,690.551901392987
Chincholi Bunder Road,tertiary,1929.75577211523
Bajaj Cross Road,tertiary,196.139474215005
Bajaj Marg,tertiary,127.223896487917
Kamla Nehru Road,tertiary,198.144260305813
Kora Kendra Road,secondary,1482.38316665075
Ram Nagar,residential,394.873785824891
Irani Wadi Road No 2,secondary,667.609751864173
Mathurdas Road,tertiary,959.205890749821
Suriswaraj Cross Road,residential,322.726283054052
Trikamdas Road,residential,932.55578511035
Adukia Road,residential,234.938198103361
Nanabhai Bhuleshwar Marg,tertiary,1802.92582436842
Veer Savarkar Flyover;Goregaon Mulund Link Rd.,secondary,355.576562055661
G K Gokhale Bridge,primary,272.6365225660485
Walbhat Road,residential,485.406553101478
Shree Ram Mandir Road,unclassified,482.346976359959
Road No.1,residential,201.639404588503
"Nevetia Road,Haji Bapu Road",secondary,897.053942045184
Ghatkopar Mahul Road,secondary,61.893017852384745
Chembur Market Bridge,secondary,339.93185417888253
Road No. 2,residential,703.625111452365
Somaiya College Road,tertiary,1458.8290692227
Western Railway (Slow),unclassified,1612.781681787045
Western Railway (Fast),unclassified,2033.7762717992
E1,unclassified,1378.8818915377
Hughes Road,primary,153.7199995799
E8,unclassified,420.332029548136
E10,unclassified,434.673591506923
Windy Hall Lane,residential,188.247626011964
Parel Back Road,residential,475.600742095098
Military Road,unclassified,428.3214213525945
D.V Deshpande Marg,residential,167.94239070937
Dada Rege Marg,residential,354.005153517731
Shankar Rao H. Parelkar Marg,residential,137.15343889225
Shivaji Park Road no.1,residential,118.397159924014
Bhikoba Waman Pathare Marg,residential,265.817079320291
Dr V.J. Rath Path,residential,156.242098456003
Mogul Lane,unclassified,897.645570500292
Takandas H. Kataria Marg,tertiary,1017.18025510836
Bhaudaji Road Extension,residential,523.960233411796
Ganesh Mandir Marg,residential,601.9215278801805
Bhau Daji Road,residential,824.711259832996
College Road,residential,578.795065577591
Kishan Zakerai Road,residential,513.023196533379
Kachipada Ramchandra Lane,secondary,1431.02797027156
Mamledar wadi Road,tertiary,1048.83319237424
Koldongri Lane1,living_street,150.549220894602
Bhailal Jhaveri Patel Road,tertiary,184.584263224164
Chunilal Giridharlal Road,secondary,647.3090183286945
J Dsuoza Road,secondary,437.253390763487
D Monte Lane,residential,662.690974096454
Cliff Avenue,unclassified,1230.47392576649
crossroad,residential,244.41556560261745
Koldongri Lane no 2,unclassified,193.737779513897
Parekh Gully,residential,242.708524826953
Irani Wadi Road No 3,residential,693.010159793541
Shankar Lane,tertiary,1146.51383380468
Dominic Lane,residential,583.538691964295
Narsinh Lane,residential,223.559394461531
Ashoka Vriksh Path,residential,196.023024306996
College Street,residential,474.800530003193
Deonar Farm Road,unclassified,673.0234618190815
Prakash Thorat Marg,unclassified,216.805802841039
P.L. Lokhande Marg,secondary,193.604289563904
Chikan Villa Road,unclassified,119.690484371139
Nisarga Road,residential,292.493464045231
Gaothan Market Road,tertiary,426.1817786824095
M. G. Road #1,residential,587.761197388267
MG Road No 4,residential,262.113274681883
Gamdevi Road,residential,502.145653641851
Tanaji Nagar Road,unclassified,193.223016787096
Jukar Wadi,living_street,108.019911319227
Swadeshi Mill Road,unclassified,614.514592109918
Goraswadi Raod,residential,212.05528260897
Randive Road,residential,220.38642687005
Poddar Road,secondary,736.4348507439715
Kedarmal Road,residential,294.791724612855
Jitendra Rd,residential,373.594707590311
Acharya Donde Marg,secondary,634.7314502541594
A H Wadia Marg,tertiary,125.7218716642446
Masrani Lane,unclassified,384.8715493321355
Magan Nathuram Road,tertiary,746.680840515325
Tata Power House,unclassified,598.360472105038
Cama Lane,tertiary,194.287533657772
Jugaldas Modi Marg,tertiary,466.73418490705205
Kale Marg,secondary,645.400459752877
Kirol Road,tertiary,866.353805819887
Father Peter Periera Road,tertiary,320.246707766698
Pipe Line Road,unclassified,657.959701592961
Vidyavihar Station Skywalk,footway,345.323096812378
Nahar Amrit Shakti Road,secondary,1389.61966683257
Jangaleswar Mahadeo Mandir Road,secondary,1667.07676560429
Kherani Road,tertiary,1252.93716325262
P R Kadam Marg,unclassified,1367.58251113849
Balaji Mandir Road,unclassified,565.215860814434
D P Road,tertiary,339.679498671095
Kachra Depot Road,service,682.72935500325
M G Ramchandran Marg,unclassified,308.2429480088175
Mohite Patil Road,unclassified,782.438164307549
Municipal Road,tertiary,87.83419057331805
PK Patil Road,unclassified,282.275473261034
Ahilyabai Holekar Marg,unclassified,528.1706588565335
Agarwadi Village Road,unclassified,376.15013785732333
Eastern Freeway,motorway,278.212378360633
N G Acharya Marg,secondary,717.977944481972
Shell Colony Road,secondary,909.1304968692385
Sion Panvel Expressway,trunk,349.964345714372
Sion Panvel Highway (Yashwantrao Chavan Marg),trunk,142.0733933272145
Golibar Road,tertiary,1500.0950642126
R B Kadam Road,tertiary,1130.1813669856951
Ram Joshi Marg,unclassified,381.989188375011
Vikhroli Park Site Road 9,unclassified,220.003903080597
Sainath Nagar Marg,residential,312.98147233076
Shreyas Cinema Road,unclassified,250.481022784341
BARC Flyover,trunk,830.071994319225
Road Number 1,unclassified,262.534194391794
Varsha Nagar Road,unclassified,702.486997622635
Nivlekar Road,unclassified,439.148249963378
Road Number 6,residential,753.652478637936
Traction Substation Mankhurd,unclassified,695.670001716992
220 KV Nerul & Sonkhar to Trombay,unclassified,11918.7331206063
Road no.1,living_street,789.874180273161
Mulund - Trombay 220 KV line,unclassified,23380.1861433093
Road Number 4,living_street,568.3953430532611
Road Number 3,residential,500.649010113209
Road Number 5,unclassified,581.76905691819
Road No. 8,living_street,1078.97196381026
rafiq nagar,living_street,134.415067503231
Road no 14,unclassified,516.196857079658
Road Number 2,living_street,518.567482644313
Road No. 12,living_street,371.661420450262
Bharat Petroleum Road,unclassified,785.772056217798
Deonar Road,tertiary,491.3031053941595
Waman Tukaram Patil Marg (Ghatkopar Sewri Wadala Road),secondary,52.28316741640725
Wasi Naka Road,tertiary,560.076558300685
Bhiva Bapu Magre Marg,unclassified,926.690150173296
Central Railway (Fast),unclassified,18542.5338424413
Central Railway (Slow),unclassified,908.997628141461
Gaothan Path No 1,unclassified,292.944234043682
Ghatla Road,unclassified,244.2329252174905
K N Gaiakwad Marg,unclassified,534.06292190587
Kamgar Nagar Road,tertiary,342.10417239156834
LBS Marg,primary,618.743282927933
Mother Dairy Road,secondary,420.5624396401775
Road No. 5,residential,128.924889354247
Subhash Nagar Road,unclassified,534.160993037418
New Tilak Nagar FOB,footway,61.7941253055644
Road No.4,tertiary,312.183718542024
Road No.12,tertiary,318.99909869276
Road No.14,residential,305.05314322384
Road No.15,residential,316.280858486636
RSC Road No 12,secondary,770.889940268827
Balasaheb Thackeray Flyover,primary,391.8047379363025
S Nagar Road,unclassified,177.181411287507
"Chaitanya Nagar, MHB Colony",unclassified,387.723681742635
Station Rd.,tertiary,479.911578289023
08/26,unclassified,1300.28612465515
Mahadev Palav Marg,secondary,145.302400205693
Jairabhai Street,unclassified,277.958277850488
Shankarrao Pupala Marg,unclassified,612.965305989281
Nagpal Marg,unclassified,552.837750139312
Duck Line Road,unclassified,1202.95202772188
Babanrao Kulkarni Road,tertiary,793.355815606127
Chaphekar Road,tertiary,804.832720100575
Dargah Road,unclassified,865.17731963747
Gopal Krushna Gokhale Marg,tertiary,454.984840165034
Gawde Road 2,unclassified,333.269587540686
Mithagar Road,tertiary,293.20611663229
R B Thakkar Road,unclassified,393.060465072519
Sant Ramdas Marg,tertiary,382.372729635707
Madan Mohan Malviya Rd,residential,352.041357274943
Shri Raghavendra Swamiji Marg,tertiary,437.7677210843535
Bhandup Water Treatment Plant,unclassified,5913.61032857749
Goshala Road,unclassified,637.690972439251
Vithabhai Patel Road,unclassified,634.15339294583
B Maharaj Singh Marg,unclassified,45.5547467736073
B Parduman Singh Road,unclassified,665.727583145554
D C Das Marg,unclassified,980.070460491976
